name,Q,cpeti,cjarak
TRUK,250,2.1004618709205,33.2544387208798
KBRG,8250,48.2720516260164,43.2935667080797
KPNG,8250,81.9145736005636,32.7817095398502
KRTA,3000,49.1897122624383,127.974883639297
