100K,50K,20K,10K,5K,2K,1K,1L,500L,200L,100L,50L
-445,-252,-83,-141,-73,-123,-34,-136,9,-52,-70,0
8,14,21,24,50,68,23,92,10,20,22,0
-6,-22,14,28,43,46,20,80,8,22,28,0
50,49,13,26,34,33,26,104,9,26,30,0
456,406,136,124,121,197,61,244,30,60,74,0
7,8,7,19,53,26,29,116,2,6,4,0
-21,-3,-5,10,5,16,16,64,1,10,18,0
35,32,0,11,28,28,11,44,17,22,30,0
93,59,26,44,54,50,22,88,18,36,34,0
85,70,33,53,96,89,18,72,11,26,20,0
220,171,40,48,73,70,18,72,18,12,8,0
444,287,58,86,82,77,24,96,18,30,16,0
