100K,50K,20K,10K,5K,2K,1K,1L,500L,200L,100L,50L
-463,-489,-9,-240,-237,-151,-9,-36,143,94,140,0
144,83,13,21,32,40,0,0,68,48,46,0
270,192,18,35,42,54,2,8,45,28,22,0
333,281,29,42,47,51,5,20,93,70,80,0
897,588,97,127,163,152,12,48,106,96,44,0
134,12,24,33,49,39,5,20,58,50,44,0
201,164,62,34,38,45,2,8,118,70,68,0
251,260,30,22,39,42,2,8,96,64,50,0
192,198,18,34,37,47,13,52,75,48,56,0
269,240,19,37,37,54,16,64,85,84,72,0
433,328,21,34,39,58,14,56,116,102,60,0
714,518,21,41,77,96,13,52,67,60,4,0
