100K,50K,20K,10K,5K,2K,1K,1L,500L,200L,100L,50L
-372,-94,-12,-11,10,7,2,8,8,2,12,0
-43,-22,3,2,2,6,1,4,6,12,10,0
18,14,5,6,3,6,-1,-4,7,14,12,0
60,36,8,6,12,10,5,20,10,12,12,0
140,89,17,23,30,30,14,56,12,16,16,0
77,31,2,2,4,4,1,4,8,6,4,0
78,23,9,11,13,17,4,16,10,18,14,0
63,25,-1,-2,-2,3,0,0,11,16,18,0
69,38,5,12,10,12,2,8,10,6,8,0
58,36,5,10,11,11,3,12,11,8,10,0
115,52,5,7,9,9,8,32,6,10,12,0
491,184,11,17,20,18,8,32,14,16,14,0
