100K	50K	20K	10K	5K	2K	1K	1L	500L	200L	100L	50L
-484	-385	-142	-142	-181	-33	-53	-212	28	-240	-188	0
-3	9	10	22	27	45	-1	-4	24	12	8	0
34	17	-7	-6	6	5	-1	-4	23	16	22	0
98	140	11	19	36	38	-1	-4	171	32	18	0
420	637	66	116	167	213	26	104	216	64	52	0
-35	1	-2	-2	1	15	-6	-24	7	8	4	0
13	-22	-21	-25	-10	-8	-6	-24	30	28	36	0
54	64	4	6	0	6	5	20	20	16	4	0
64	67	7	19	33	32	-5	-20	-4	-4	-4	0
104	124	7	13	13	13	-2	-8	-4	0	-8	0
219	240	21	27	44	47	-5	-20	186	34	20	0
354	359	53	64	82	85	13	52	211	36	10	0
