100K	50K	20K	10K	5K	2K	1K	1L	500L	200L	100L	50L
-103	-1552	-350	-312	-274	-316	-86	-344	37	-148	-44	0
18	15	11	18	39	29	1	4	14	12	4	0
100	71	20	51	30	43	6	24	28	14	10	0
124	225	25	30	47	51	6	24	16	12	6	0
443	709	27	237	183	293	28	112	78	18	16	0
-100	-84	7	3	63	50	10	40	24	2	-4	0
60	63	6	11	18	25	11	44	38	6	2	0
57	137	15	16	22	45	9	36	22	18	8	0
61	117	10	20	35	46	7	28	10	10	10	0
49	51	16	34	45	31	9	36	15	6	8	0
27	175	16	34	27	24	5	20	32	26	28	0
308	444	19	44	77	55	10	40	23	12	0	0

