100K	50K	20K	10K	5K	2K	1K	1L	500L	200L	100L	50L
-654	-593	-167	-12	0	85	-42	-168	28	-106	-24	0
-39	-15	8	9	21	30	-8	-32	21	6	10	0
51	60	0	23	28	46	1	4	21	10	14	0
133	251	18	47	74	83	0	0	13	6	8	0
303	558	53	116	424	348	54	216	26	8	10	0
-21	16	8	6	24	3	-6	-24	17	4	0	0
59	133	19	88	107	142	34	136	24	6	6	0
67	117	18	46	52	55	30	120	19	4	6	0
166	192	20	64	89	81	6	24	21	4	6	0
182	330	30	75	112	125	-8	-32	12	8	0	0
235	372	30	95	113	102	-13	-52	31	4	4	0
337	480	26	103	258	245	22	88	23	6	8	0

