100K	50K	20K	10K	5K	2K	1K	1L	500L	200L	100L	50L
-155	-249	-25	10	21	18	-59	-236	-2	-38	-32	0
34	28	16	9	12	51	3	12	12	4	2	0
38	53	13	10	4	28	6	24	11	2	4	0
86	130	36	45	61	65	5	20	12	6	6	0
176	173	41	60	87	110	24	96	5	0	2	0
42	127	42	42	68	98	18	72	17	4	8	0
-3	45	-47	-77	-49	-74	-4	-16	22	8	6	0
38	167	26	34	34	-12	5	20	27	12	14	0
39	52	10	29	31	24	11	44	10	4	8	0
13	22	22	39	37	27	5	20	11	6	4	0
68	77	40	100	75	54	10	40	2	0	2	0
121	157	28	63	100	91	3	12	8	0	-2	0

