100K	50K	20K	10K	5K	2K	1K	1L	500L	200L	100L	50L
-137	-224	-278	-349	-292	-220	7	28	-95	-126	-182	0
18	0	3	3	16	10	9	36	14	22	18	0
42	31	8	16	34	39	8	32	10	18	18	0
37	63	11	17	33	34	25	100	25	28	24	0
135	260	62	82	125	134	44	176	33	44	38	0
14	-16	5	3	31	25	8	32	10	56	22	0
16	20	19	23	45	48	36	144	13	22	30	0
4	39	7	9	15	44	11	44	6	14	10	0
25	73	9	21	37	60	23	92	11	14	18	0
32	60	12	24	32	40	13	52	37	40	42	0
54	58	11	19	42	41	10	40	5	20	8	0
135	189	48	48	74	62	17	68	12	20	20	0
